"ecoregion","TAXA","value"
"IM0138","Birds",390
"IM0139","Birds",379
"IM0140","Birds",372
"IM0141","Birds",306
"IM0142","Birds",215
"IM0143","Birds",246
"IM0144","Birds",258
"IM0145","Birds",381
"IM0146","Birds",452
"IM0147","Birds",276
"IM0148","Birds",0
"IM0149","Birds",694
"IM0150","Birds",323
"IM0151","Birds",309
"IM0152","Birds",414
"IM0153","Birds",361
"IM0154","Birds",229
"IM0155","Birds",179
"IM0156","Birds",184
"IM0157","Birds",391
"IM0158","Birds",308
"IM0159","Birds",391
"IM0160","Birds",463
"IM0161","Birds",353
"IM0162","Birds",189
"IM0163","Birds",560
"IM0164","Birds",299
"IM0165","Birds",301
"IM0166","Birds",293
"IM0167","Birds",235
"IM0168","Birds",355
"IM0169","Birds",315
"IM0170","Birds",138
"IM0171","Birds",322
"IM0172","Birds",333
"IM0201","Birds",298
"IM0202","Birds",491
"IM0203","Birds",268
"IM0204","Birds",230
"IM0205","Birds",338
"IM0206","Birds",299
"IM0207","Birds",276
"IM0208","Birds",261
"IM0209","Birds",261
"IM0210","Birds",454
"IM0211","Birds",320
"IM0212","Birds",270
"IM0301","Birds",469
"IM0302","Birds",149
"IM0303","Birds",286
"IM0304","Birds",166
"IM0401","Birds",490
"IM0402","Birds",365
"IM0403","Birds",126
"IM0501","Birds",202
"IM0502","Birds",315
"IM0701","Birds",366
"IM0901","Birds",205
"IM1001","Birds",184
"IM1301","Birds",345
"IM1302","Birds",189
"IM1303","Birds",405
"IM1304","Birds",141
"IM1401","Birds",142
"IM1402","Birds",299
"IM1403","Birds",123
"IM1404","Birds",185
"IM1405","Birds",267
"IM1406","Birds",174
"NA0201","Birds",215
"NA0302","Birds",319
"NA0303","Birds",336
"NA0401","Birds",198
"NA0402","Birds",200
"NA0403","Birds",194
"NA0404","Birds",203
"NA0405","Birds",210
"NA0406","Birds",204
"NA0407","Birds",220
"NA0408","Birds",191
"NA0409","Birds",222
"NA0410","Birds",219
"NA0411","Birds",251
"NA0412","Birds",191
"NA0413","Birds",212
"NA0414","Birds",223
"NA0415","Birds",215
"NA0416","Birds",216
"NA0417","Birds",177
"NA0501","Birds",179
"NA0502","Birds",182
"NA0503","Birds",208
"NA0504","Birds",212
"NA0505","Birds",196
"NA0506","Birds",221
"NA0507","Birds",187
"NA0508","Birds",202
"NA0509","Birds",174
"NA0510","Birds",218
"NA0511","Birds",210
"NA0512","Birds",204
"NA0513","Birds",173
"NA0514","Birds",172
"NA0515","Birds",160
"NA0516","Birds",220
"NA0517","Birds",237
"NA0518","Birds",219
"NA0519","Birds",232
"NA0520","Birds",151
"NA0521","Birds",144
"NA0522","Birds",199
"NA0523","Birds",205
"NA0524","Birds",195
"NA0525","Birds",143
"NA0526","Birds",193
"NA0527","Birds",197
"NA0528","Birds",201
"NA0529","Birds",236
"NA0530","Birds",190
"NA0601","Birds",102
"NA0602","Birds",160
"NA0603","Birds",116
"NA0604","Birds",116
"NA0605","Birds",159
"NA0606","Birds",99
"NA0607","Birds",130
"NA0608","Birds",183
"NA0609","Birds",177
"NA0610","Birds",158
"NA0611","Birds",116
"NA0612","Birds",131
"NA0613","Birds",165
"NA0614","Birds",131
"NA0615","Birds",111
"NA0616","Birds",160
"NA0617","Birds",123
"NA0701","Birds",335
"NA0801","Birds",184
"NA0802","Birds",206
"NA0803","Birds",228
"NA0804","Birds",234
"NA0805","Birds",228
"NA0806","Birds",191
"NA0807","Birds",199
"NA0808","Birds",214
"NA0809","Birds",160
"NA0810","Birds",222
"NA0811","Birds",231
"NA0812","Birds",212
"NA0813","Birds",199
"NA0814","Birds",216
"NA0815","Birds",245
"NA1101","Birds",153
"NA1102","Birds",86
"NA1103","Birds",74
"NA1104","Birds",64
"NA1105","Birds",28
"NA1106","Birds",111
"NA1107","Birds",107
"NA1108","Birds",52
"NA1109","Birds",35
"NA1110","Birds",44
"NA1111","Birds",121
"NA1112","Birds",2
"NA1113","Birds",0
"NA1114","Birds",71
"NA1115","Birds",55
"NA1116","Birds",112
"NA1117","Birds",162
"NA1118","Birds",41
"NA1201","Birds",291
"NA1202","Birds",231
"NA1203","Birds",222
"NA1301","Birds",233
"NA1302","Birds",232
"NA1303","Birds",325
"NA1304","Birds",222
"NA1305","Birds",204
"NA1306","Birds",199
"NA1307","Birds",216
"NA1308","Birds",230
"NA1309","Birds",207
"NA1310","Birds",246
"NA1311","Birds",254
"NA1312","Birds",340
"NA1313","Birds",189
"NT0101","Birds",440
"NT0102","Birds",257
"NT0103","Birds",466
"NT0104","Birds",540
"NT0105","Birds",539
"NT0106","Birds",0
"NT0107","Birds",469
"NT0108","Birds",403
"NT0109","Birds",493
"NT0111","Birds",429
"NT0112","Birds",303
"NT0113","Birds",325
"NT0114","Birds",294
"NT0115","Birds",600
"NT0116","Birds",8
"NT0117","Birds",584
"NT0118","Birds",658
"NT0119","Birds",373
"NT0120","Birds",251
"NT0121","Birds",568
"NT0122","Birds",327
"NT0124","Birds",613
"NT0125","Birds",685
"NT0126","Birds",558
"NT0127","Birds",217
"NT0128","Birds",624
"NT0129","Birds",518
"NT0130","Birds",407
"NT0131","Birds",207
"NT0132","Birds",506
"NT0133","Birds",554
"NT0134","Birds",134
"NT0135","Birds",621
"NT0136","Birds",500
"NT0137","Birds",517
"NT0138","Birds",540
"NT0139","Birds",268
"NT0140","Birds",476
"NT0141","Birds",681
"NT0142","Birds",649
"NT0143","Birds",486
"NT0144","Birds",276
"NT0145","Birds",567
"NT0146","Birds",323
"NT0147","Birds",405
"NT0148","Birds",360
"NT0149","Birds",565
"NT0150","Birds",586
"NT0151","Birds",407
"NT0152","Birds",343
"NT0153","Birds",645
"NT0154","Birds",468
"NT0155","Birds",181
"NT0156","Birds",623
"NT0157","Birds",572
"NT0158","Birds",358
"NT0159","Birds",459
"NT0160","Birds",628
"NT0161","Birds",436
"NT0162","Birds",315
"NT0163","Birds",542
"NT0164","Birds",176
"NT0165","Birds",463
"NT0166","Birds",782
"NT0167","Birds",450
"NT0168","Birds",556
"NT0169","Birds",628
"NT0170","Birds",517
"NT0171","Birds",308
"NT0173","Birds",482
"NT0174","Birds",603
"NT0175","Birds",473
"NT0176","Birds",341
"NT0177","Birds",328
"NT0178","Birds",490
"NT0179","Birds",158
"NT0180","Birds",527
"NT0181","Birds",359
"NT0182","Birds",40
"NT0201","Birds",474
"NT0202","Birds",311
"NT0204","Birds",278
"NT0205","Birds",264
"NT0206","Birds",222
"NT0207","Birds",311
"NT0209","Birds",330
"NT0210","Birds",572
"NT0211","Birds",188
"NT0212","Birds",457
"NT0213","Birds",246
"NT0214","Birds",338
"NT0215","Birds",214
"NT0216","Birds",34
"NT0217","Birds",326
"NT0218","Birds",200
"NT0219","Birds",334
"NT0220","Birds",344
"NT0221","Birds",348
"NT0222","Birds",397
"NT0223","Birds",156
"NT0224","Birds",273
"NT0225","Birds",124
"NT0226","Birds",181
"NT0227","Birds",194
"NT0228","Birds",325
"NT0229","Birds",396
"NT0230","Birds",299
"NT0232","Birds",295
"NT0233","Birds",295
"NT0235","Birds",295
"NT0301","Birds",218
"NT0302","Birds",272
"NT0303","Birds",349
"NT0304","Birds",249
"NT0305","Birds",214
"NT0306","Birds",240
"NT0307","Birds",171
"NT0308","Birds",447
"NT0309","Birds",330
"NT0310","Birds",335
"NT0401","Birds",12
"NT0402","Birds",122
"NT0404","Birds",177
"NT0702","Birds",509
"NT0703","Birds",334
"NT0704","Birds",571
"NT0705","Birds",52
"NT0707","Birds",444
"NT0708","Birds",431
"NT0709","Birds",414
"NT0710","Birds",350
"NT0801","Birds",311
"NT0802","Birds",200
"NT0803","Birds",266
"NT0805","Birds",222
"NT0902","Birds",250
"NT0903","Birds",206
"NT0904","Birds",210
"NT0905","Birds",165
"NT0906","Birds",303
"NT0907","Birds",423
"NT0908","Birds",293
"NT0909","Birds",282
"NT1001","Birds",231
"NT1002","Birds",526
"NT1003","Birds",242
"NT1004","Birds",152
"NT1005","Birds",77
"NT1006","Birds",157
"NT1007","Birds",56
"NT1008","Birds",157
"NT1010","Birds",203
"NT1201","Birds",131
"NT1301","Birds",339
"NT1303","Birds",97
"NT1304","Birds",320
"NT1305","Birds",203
"NT1306","Birds",244
"NT1307","Birds",92
"NT1308","Birds",387
"NT1309","Birds",395
"NT1312","Birds",115
"NT1313","Birds",316
"NT1314","Birds",190
"NT1315","Birds",168
"NT1316","Birds",169
"NT1318","Birds",0
"NT1401","Birds",113
"NT1402","Birds",164
"NT1403","Birds",106
"NT1404","Birds",85
"NT1405","Birds",87
"NT1406","Birds",75
"NT1407","Birds",92
"OC0103","Birds",22
"OC0105","Birds",71
"OC0106","Birds",75
"OC0108","Birds",23
"OC0109","Birds",1
"OC0110","Birds",75
"OC0112","Birds",48
"OC0114","Birds",33
"OC0115","Birds",25
"OC0117","Birds",23
"OC0201","Birds",60
"OC0202","Birds",68
"OC0203","Birds",59
"OC0701","Birds",20
"OC0702","Birds",58
"PA0101","Birds",459
"PA0102","Birds",649
"PA0401","Birds",156
"PA0402","Birds",273
"PA0403","Birds",29
"PA0404","Birds",285
"PA0405","Birds",225
"PA0406","Birds",220
"PA0407","Birds",296
"PA0408","Birds",258
"PA0409","Birds",210
"PA0410","Birds",244
"PA0411","Birds",464
"PA0412","Birds",259
"PA0413","Birds",99
"PA0414","Birds",445
"PA0415","Birds",442
"PA0416","Birds",202
"PA0417","Birds",456
"PA0418","Birds",233
"PA0419","Birds",249
"PA0420","Birds",185
"PA0421","Birds",199
"PA0422","Birds",231
"PA0423","Birds",216
"PA0424","Birds",447
"PA0425","Birds",28
"PA0426","Birds",398
"PA0427","Birds",241
"PA0428","Birds",251
"PA0429","Birds",174
"PA0430","Birds",513
"PA0431","Birds",248
"PA0432","Birds",231
"PA0433","Birds",181
"PA0434","Birds",446
"PA0435","Birds",258
"PA0436","Birds",243
"PA0437","Birds",448
"PA0438","Birds",173
"PA0439","Birds",90
"PA0440","Birds",264
"PA0441","Birds",237
"PA0442","Birds",202
"PA0443","Birds",216
"PA0444","Birds",209
"PA0445","Birds",252
"PA0446","Birds",293
"PA0501","Birds",241
"PA0502","Birds",185
"PA0503","Birds",145
"PA0504","Birds",211
"PA0505","Birds",404
"PA0506","Birds",114
"PA0507","Birds",182
"PA0508","Birds",194
"PA0509","Birds",528
"PA0510","Birds",223
"PA0511","Birds",195
"PA0512","Birds",161
"PA0513","Birds",218
"PA0514","Birds",430
"PA0515","Birds",200
"PA0516","Birds",530
"PA0517","Birds",352
"PA0518","Birds",520
"PA0519","Birds",300
"PA0520","Birds",188
"PA0521","Birds",417
"PA0601","Birds",268
"PA0602","Birds",70
"PA0603","Birds",152
"PA0604","Birds",105
"PA0605","Birds",160
"PA0606","Birds",213
"PA0607","Birds",164
"PA0608","Birds",270
"PA0609","Birds",244
"PA0610","Birds",218
"PA0611","Birds",226
"PA0801","Birds",247
"PA0802","Birds",216
"PA0803","Birds",192
"PA0804","Birds",220
"PA0805","Birds",298
"PA0806","Birds",348
"PA0807","Birds",42
"PA0808","Birds",243
"PA0809","Birds",243
"PA0810","Birds",208
"PA0811","Birds",164
"PA0812","Birds",263
"PA0813","Birds",517
"PA0814","Birds",305
"PA0815","Birds",233
"PA0816","Birds",261
"PA0817","Birds",215
"PA0818","Birds",410
"PA0901","Birds",285
"PA0902","Birds",292
"PA0903","Birds",246
"PA0904","Birds",184
"PA0905","Birds",92
"PA0906","Birds",239
"PA0907","Birds",272
"PA0908","Birds",269
"PA1001","Birds",201
"PA1002","Birds",285
"PA1003","Birds",496
"PA1004","Birds",103
"PA1005","Birds",122
"PA1006","Birds",172
"PA1007","Birds",162
"PA1008","Birds",207
"PA1009","Birds",128
"PA1010","Birds",106
"PA1011","Birds",164
"PA1012","Birds",172
"PA1013","Birds",303
"PA1014","Birds",231
"PA1015","Birds",191
"PA1016","Birds",292
"PA1017","Birds",556
"PA1018","Birds",141
"PA1019","Birds",433
"PA1020","Birds",286
"PA1021","Birds",389
"PA1022","Birds",322
"PA1101","Birds",45
"PA1102","Birds",131
"PA1103","Birds",148
"PA1104","Birds",106
"PA1105","Birds",118
"PA1106","Birds",120
"PA1107","Birds",70
"PA1108","Birds",136
"PA1109","Birds",27
"PA1110","Birds",208
"PA1111","Birds",93
"PA1112","Birds",198
"PA1113","Birds",24
"PA1114","Birds",82
"PA1201","Birds",272
"PA1202","Birds",247
"PA1203","Birds",89
"PA1204","Birds",130
"PA1205","Birds",116
"PA1206","Birds",140
"PA1207","Birds",336
"PA1208","Birds",194
"PA1209","Birds",229
"PA1210","Birds",255
"PA1211","Birds",242
"PA1212","Birds",229
"PA1213","Birds",231
"PA1214","Birds",282
"PA1215","Birds",279
"PA1216","Birds",214
"PA1217","Birds",229
"PA1218","Birds",167
"PA1219","Birds",194
"PA1220","Birds",241
"PA1221","Birds",245
"PA1222","Birds",210
"PA1301","Birds",24
"PA1302","Birds",433
"PA1303","Birds",310
"PA1304","Birds",75
"PA1305","Birds",259
"PA1306","Birds",189
"PA1307","Birds",316
"PA1308","Birds",234
"PA1309","Birds",153
"PA1310","Birds",202
"PA1311","Birds",204
"PA1312","Birds",161
"PA1313","Birds",133
"PA1314","Birds",247
"PA1315","Birds",148
"PA1316","Birds",274
"PA1317","Birds",215
"PA1318","Birds",175
"PA1319","Birds",167
"PA1320","Birds",282
"PA1321","Birds",183
"PA1322","Birds",147
"PA1323","Birds",223
"PA1324","Birds",151
"PA1325","Birds",278
"PA1326","Birds",237
"PA1327","Birds",210
"PA1328","Birds",288
"PA1329","Birds",220
"PA1330","Birds",288
"PA1331","Birds",58
"PA1332","Birds",57
"PA1333","Birds",86
"AA0101","Amphibians",7
"AA0102","Amphibians",2
"AA0103","Amphibians",3
"AA0104","Amphibians",5
"AA0105","Amphibians",127
"AA0106","Amphibians",15
"AA0107","Amphibians",42
"AA0108","Amphibians",16
"AA0109","Amphibians",0
"AA0110","Amphibians",16
"AA0111","Amphibians",20
"AA0112","Amphibians",20
"AA0113","Amphibians",0
"AA0114","Amphibians",0
"AA0115","Amphibians",74
"AA0116","Amphibians",42
"AA0117","Amphibians",63
"AA0118","Amphibians",8
"AA0119","Amphibians",27
"AA0120","Amphibians",91
"AA0121","Amphibians",44
"AA0122","Amphibians",66
"AA0123","Amphibians",26
"AA0124","Amphibians",19
"AA0125","Amphibians",21
"AA0126","Amphibians",0
"AA0127","Amphibians",37
"AA0128","Amphibians",49
"AA0201","Amphibians",12
"AA0202","Amphibians",0
"AA0203","Amphibians",5
"AA0204","Amphibians",6
"AA0401","Amphibians",0
"AA0402","Amphibians",69
"AA0403","Amphibians",0
"AA0404","Amphibians",0
"AA0405","Amphibians",1
"AA0406","Amphibians",2
"AA0407","Amphibians",0
"AA0408","Amphibians",1
"AA0409","Amphibians",44
"AA0410","Amphibians",0
"AA0411","Amphibians",11
"AA0412","Amphibians",12
"AA0413","Amphibians",12
"AA0414","Amphibians",0
"AA0701","Amphibians",27
"AA0702","Amphibians",42
"AA0703","Amphibians",36
"AA0704","Amphibians",32
"AA0705","Amphibians",22
"AA0706","Amphibians",42
"AA0707","Amphibians",24
"AA0708","Amphibians",24
"AA0709","Amphibians",22
"AA0801","Amphibians",0
"AA0802","Amphibians",21
"AA0803","Amphibians",30
"AA1001","Amphibians",19
"AA1002","Amphibians",65
"AA1003","Amphibians",0
"AA1101","Amphibians",0
"AA1201","Amphibians",9
"AA1202","Amphibians",21
"AA1203","Amphibians",7
"AA1204","Amphibians",18
"AA1205","Amphibians",16
"AA1206","Amphibians",11
"AA1207","Amphibians",28
"AA1208","Amphibians",11
"AA1209","Amphibians",21
"AA1210","Amphibians",20
"AA1301","Amphibians",11
"AA1302","Amphibians",14
"AA1303","Amphibians",9
"AA1304","Amphibians",16
"AA1305","Amphibians",9
"AA1306","Amphibians",4
"AA1307","Amphibians",10
"AA1308","Amphibians",17
"AA1309","Amphibians",15
"AA1310","Amphibians",12
"AA1401","Amphibians",16
"AT0101","Amphibians",66
"AT0102","Amphibians",93
"AT0103","Amphibians",89
"AT0104","Amphibians",18
"AT0105","Amphibians",1
"AT0106","Amphibians",29
"AT0107","Amphibians",108
"AT0108","Amphibians",17
"AT0109","Amphibians",78
"AT0110","Amphibians",13
"AT0111","Amphibians",61
"AT0112","Amphibians",28
"AT0113","Amphibians",5
"AT0114","Amphibians",20
"AT0115","Amphibians",24
"AT0116","Amphibians",40
"AT0117","Amphibians",126
"AT0118","Amphibians",86
"AT0119","Amphibians",47
"AT0120","Amphibians",1
"AT0121","Amphibians",81
"AT0122","Amphibians",3
"AT0123","Amphibians",35
"AT0124","Amphibians",62
"AT0125","Amphibians",55
"AT0126","Amphibians",75
"AT0127","Amphibians",11
"AT0128","Amphibians",47
"AT0129","Amphibians",19
"AT0130","Amphibians",57
"AT0201","Amphibians",2
"AT0202","Amphibians",20
"AT0203","Amphibians",14
"AT0701","Amphibians",52
"AT0702","Amphibians",20
"AT0703","Amphibians",0
"AT0704","Amphibians",84
"AT0705","Amphibians",31
"AT0706","Amphibians",41
"AT0707","Amphibians",33
"AT0708","Amphibians",12
"AT0709","Amphibians",30
"AT0710","Amphibians",10
"AT0711","Amphibians",15
"AT0712","Amphibians",63
"AT0713","Amphibians",16
"AT0714","Amphibians",11
"AT0715","Amphibians",19
"AT0716","Amphibians",17
"AT0717","Amphibians",37
"AT0718","Amphibians",42
"AT0719","Amphibians",45
"AT0721","Amphibians",27
"AT0722","Amphibians",25
"AT0723","Amphibians",33
"AT0724","Amphibians",29
"AT0725","Amphibians",50
"AT0726","Amphibians",50
"AT0801","Amphibians",2
"AT0802","Amphibians",0
"AT0803","Amphibians",0
"AT0901","Amphibians",1
"AT0902","Amphibians",1
"AT0903","Amphibians",4
"AT0904","Amphibians",3
"AT0905","Amphibians",7
"AT0906","Amphibians",21
"AT0907","Amphibians",36
"AT0908","Amphibians",1
"AT1001","Amphibians",34
"AT1002","Amphibians",32
"AT1003","Amphibians",18
"AT1004","Amphibians",47
"AT1005","Amphibians",12
"AT1006","Amphibians",22
"AT1007","Amphibians",33
"AT1008","Amphibians",29
"AT1009","Amphibians",29
"AT1010","Amphibians",16
"AT1011","Amphibians",23
"AT1012","Amphibians",38
"AT1013","Amphibians",4
"AT1014","Amphibians",34
"AT1015","Amphibians",48
"AT1201","Amphibians",14
"AT1202","Amphibians",26
"AT1203","Amphibians",32
"AT1302","Amphibians",1
"AT1303","Amphibians",2
"AT1304","Amphibians",5
"AT1305","Amphibians",6
"AT1306","Amphibians",2
"AT1307","Amphibians",15
"AT1308","Amphibians",0
"AT1309","Amphibians",15
"AT1310","Amphibians",16
"AT1311","Amphibians",8
"AT1312","Amphibians",7
"AT1313","Amphibians",9
"AT1314","Amphibians",11
"AT1315","Amphibians",7
"AT1316","Amphibians",13
"AT1318","Amphibians",0
"AT1319","Amphibians",13
"AT1320","Amphibians",4
"AT1321","Amphibians",1
"AT1322","Amphibians",15
"AT1401","Amphibians",3
"AT1402","Amphibians",3
"AT1403","Amphibians",2
"AT1404","Amphibians",2
"AT1405","Amphibians",2
"IM0101","Amphibians",0
"IM0102","Amphibians",150
"IM0103","Amphibians",46
"IM0104","Amphibians",45
"IM0105","Amphibians",15
"IM0106","Amphibians",19
"IM0107","Amphibians",14
"IM0108","Amphibians",24
"IM0109","Amphibians",1
"IM0110","Amphibians",0
"IM0111","Amphibians",11
"IM0112","Amphibians",21
"IM0113","Amphibians",28
"IM0114","Amphibians",27
"IM0115","Amphibians",5
"IM0116","Amphibians",1
"IM0117","Amphibians",16
"IM0118","Amphibians",96
"IM0119","Amphibians",54
"IM0120","Amphibians",15
"IM0121","Amphibians",32
"IM0122","Amphibians",14
"IM0123","Amphibians",36
"IM0124","Amphibians",20
"IM0125","Amphibians",0
"IM0126","Amphibians",35
"IM0127","Amphibians",15
"IM0128","Amphibians",31
"IM0129","Amphibians",46
"IM0130","Amphibians",15
"IM0131","Amphibians",20
"IM0132","Amphibians",4
"IM0133","Amphibians",5
"IM0134","Amphibians",13
"IM0135","Amphibians",50
"IM0136","Amphibians",20
"IM0137","Amphibians",112
"IM0138","Amphibians",21
"IM0139","Amphibians",24
"IM0140","Amphibians",31
"IM0141","Amphibians",11
"IM0142","Amphibians",15
"IM0143","Amphibians",25
"IM0144","Amphibians",40
"IM0145","Amphibians",22
"IM0146","Amphibians",76
"IM0147","Amphibians",13
"IM0148","Amphibians",0
"IM0149","Amphibians",90
"IM0150","Amphibians",20
"IM0151","Amphibians",66
"IM0152","Amphibians",36
"IM0153","Amphibians",49
"IM0154","Amphibians",43
"IM0155","Amphibians",36
"IM0156","Amphibians",14
"IM0157","Amphibians",42
"IM0158","Amphibians",62
"IM0159","Amphibians",34
"IM0160","Amphibians",36
"IM0161","Amphibians",46
"IM0162","Amphibians",2
"IM0163","Amphibians",65
"IM0164","Amphibians",8
"IM0165","Amphibians",10
"IM0166","Amphibians",7
"IM0167","Amphibians",25
"IM0168","Amphibians",33
"IM0169","Amphibians",39
"IM0170","Amphibians",27
"IM0171","Amphibians",26
"IM0172","Amphibians",34
"IM0201","Amphibians",9
"IM0202","Amphibians",26
"IM0203","Amphibians",5
"IM0204","Amphibians",13
"IM0205","Amphibians",1
"IM0206","Amphibians",4
"IM0207","Amphibians",4
"IM0208","Amphibians",2
"IM0209","Amphibians",8
"IM0210","Amphibians",29
"IM0211","Amphibians",10
"IM0212","Amphibians",19
"IM0301","Amphibians",37
"IM0302","Amphibians",10
"IM0303","Amphibians",0
"IM0304","Amphibians",0
"IM0401","Amphibians",18
"IM0402","Amphibians",17
"IM0403","Amphibians",3
"IM0501","Amphibians",15
"IM0502","Amphibians",3
"IM0701","Amphibians",15
"IM0901","Amphibians",2
"IM1001","Amphibians",15
"IM1301","Amphibians",12
"IM1302","Amphibians",0
"IM1303","Amphibians",10
"IM1304","Amphibians",2
"IM1401","Amphibians",3
"IM1402","Amphibians",2
"IM1403","Amphibians",1
"IM1404","Amphibians",2
"IM1405","Amphibians",2
"IM1406","Amphibians",3
"NA0201","Amphibians",0
"NA0302","Amphibians",39
"NA0303","Amphibians",39
"NA0401","Amphibians",27
"NA0402","Amphibians",57
"NA0403","Amphibians",66
"NA0404","Amphibians",55
"NA0405","Amphibians",28
"NA0406","Amphibians",20
"NA0407","Amphibians",22
"NA0408","Amphibians",15
"NA0409","Amphibians",35
"NA0410","Amphibians",20
"NA0411","Amphibians",28
"NA0412","Amphibians",38
"NA0413","Amphibians",63
"NA0414","Amphibians",32
"NA0415","Amphibians",21
"NA0416","Amphibians",21
"NA0417","Amphibians",6
"NA0501","Amphibians",4
"NA0502","Amphibians",5
"NA0503","Amphibians",12
"NA0504","Amphibians",13
"NA0505","Amphibians",7
"NA0506","Amphibians",11
"NA0507","Amphibians",4
"NA0508","Amphibians",20
"NA0509","Amphibians",4
"NA0510","Amphibians",19
"NA0511","Amphibians",7
"NA0512","Amphibians",4
"NA0513","Amphibians",16
"NA0514","Amphibians",5
"NA0515","Amphibians",4
"NA0516","Amphibians",15
"NA0517","Amphibians",49
"NA0518","Amphibians",9
"NA0519","Amphibians",18
"NA0520","Amphibians",4
"NA0521","Amphibians",5
"NA0522","Amphibians",8
"NA0523","Amphibians",34
"NA0524","Amphibians",12
"NA0525","Amphibians",1
"NA0526","Amphibians",2
"NA0527","Amphibians",13
"NA0528","Amphibians",6
"NA0529","Amphibians",53
"NA0530","Amphibians",7
"NA0601","Amphibians",1
"NA0602","Amphibians",12
"NA0603","Amphibians",1
"NA0604","Amphibians",1
"NA0605","Amphibians",12
"NA0606","Amphibians",5
"NA0607","Amphibians",1
"NA0608","Amphibians",6
"NA0609","Amphibians",7
"NA0610","Amphibians",3
"NA0611","Amphibians",0
"NA0612","Amphibians",3
"NA0613","Amphibians",6
"NA0614","Amphibians",2
"NA0615","Amphibians",0
"NA0616","Amphibians",7
"NA0617","Amphibians",4
"NA0701","Amphibians",31
"NA0801","Amphibians",6
"NA0802","Amphibians",9
"NA0803","Amphibians",18
"NA0804","Amphibians",43
"NA0805","Amphibians",20
"NA0806","Amphibians",17
"NA0807","Amphibians",14
"NA0808","Amphibians",8
"NA0809","Amphibians",9
"NA0810","Amphibians",14
"NA0811","Amphibians",9
"NA0812","Amphibians",12
"NA0813","Amphibians",8
"NA0814","Amphibians",32
"NA0815","Amphibians",18
"NA1101","Amphibians",2
"NA1102","Amphibians",0
"NA1103","Amphibians",0
"NA1104","Amphibians",0
"NA1105","Amphibians",0
"NA1106","Amphibians",1
"NA1107","Amphibians",1
"NA1108","Amphibians",0
"NA1109","Amphibians",0
"NA1110","Amphibians",0
"NA1111","Amphibians",1
"NA1112","Amphibians",0
"NA1113","Amphibians",0
"NA1114","Amphibians",0
"NA1115","Amphibians",0
"NA1116","Amphibians",0
"NA1117","Amphibians",5
"NA1118","Amphibians",0
"NA1201","Amphibians",15
"NA1202","Amphibians",16
"NA1203","Amphibians",14
"NA1301","Amphibians",8
"NA1302","Amphibians",41
"NA1303","Amphibians",33
"NA1304","Amphibians",12
"NA1305","Amphibians",9
"NA1306","Amphibians",2
"NA1307","Amphibians",25
"NA1308","Amphibians",8
"NA1309","Amphibians",8
"NA1310","Amphibians",27
"NA1311","Amphibians",17
"NA1312","Amphibians",28
"NA1313","Amphibians",6
"NT0101","Amphibians",177
"NT0102","Amphibians",195
"NT0103","Amphibians",106
"NT0104","Amphibians",160
"NT0105","Amphibians",58
"NT0106","Amphibians",20
"NT0107","Amphibians",75
"NT0108","Amphibians",3
"NT0109","Amphibians",60
"NT0111","Amphibians",51
"NT0112","Amphibians",73
"NT0113","Amphibians",49
"NT0114","Amphibians",19
"NT0115","Amphibians",138
"NT0116","Amphibians",1
"NT0117","Amphibians",40
"NT0118","Amphibians",85
"NT0119","Amphibians",40
"NT0120","Amphibians",37
"NT0121","Amphibians",194
"NT0122","Amphibians",30
"NT0124","Amphibians",102
